cluster_id	percentage_spikes_missing
0	1.24686691986127
1	3.33066907387547e-14
2	1.24172554063755
3	0.713985385166338
4	0.026524692957286
5	2.74686688893311
6	0.000144135576785054
7	0.459472839853692
8	50.0000000000001
9	0.0021535515669191
10	NaN
11	19.9588269351851
12	0.223390725849171
13	0.0162226791792452
14	2.09226080905012e-07
15	22.9979612157265
16	0.0127803785087144
17	0.30163242746033
18	3.98882059596201
19	15.8427132357815
20	2.88428246619787e-05
21	1.74153982542786
22	0.00786434124582236
23	50.0000000000002
24	3.87648114719141e-06
25	0.0834480697069817
26	1.61575046021567
27	0.0287532783924016
28	0.288462771062226
30	0.00595429776080181
31	0.205633961290341
32	0.00142839582816245
33	8.87563539331282e-06
34	10.1426640222785
35	0.00501605363744106
36	0.00035967555134242
37	2.00938710115395e-08
38	45.5391914346846
39	0.00385528077325725
40	50.0000000000004
41	0.312255091301106
42	50.0000000000004
43	16.2077222078373
44	12.6668287591984
45	0.000278653861485179
46	0.293218359809799
47	0.000941048893177143
48	15.466722920458
49	0.0680442851425545
50	3.85431541967133
51	0.00546986127348825
52	15.982314722794
53	0.000635599556886302
54	0.00427848760944372
55	3.64807104368039
56	0.0065054558341382
57	3.38618022510673e-12
58	0.0580591055977964
59	4.01064476074353e-06
60	11.8928310811865
61	3.55907736060423e-05
62	43.1283906980161
63	0.204340134704706
64	0.0319237746971512
65	21.0138708770315
66	0.00185656832926151
67	50.0000000000001
68	6.441056101151
69	23.881229895017
70	0.0544916755049529
71	0.0778185584733304
72	50
73	1.88802191166908
74	NaN
75	23.5881246223536
76	0.577174839285188
77	4.86602835803041e-07
78	0.00377258771153688
79	0.0606127283995672
80	35.3920909469887
81	0.0171578723696886
82	0.214922431669706
83	1.42062745504451
84	5.81758657247633e-05
85	0.00142625371564176
86	6.32853403385653
87	50.0000000000002
88	0.00131460243137926
89	1.59158426877543
90	7.16425445517614
91	3.08590219004564
92	0.00153826462570006
93	4.01971647079336e-06
94	4.16045419227018e-06
95	0.0020165272101913
96	2.15142245796329e-05
97	3.30615102850373e-05
98	0.387601181109876
99	9.0044281753751
100	50.0000000000003
101	33.1896711031282
102	0.00645843948423597
103	1.28356833120602
104	1.16514353720731e-08
105	0.13834944570722
106	2.54650095616172
108	3.44804207385119
109	50.0000000000003
110	0.669359355612498
111	0.10099510579068
112	0.995493466422182
113	5.63180559732226
114	0.00135216827116258
115	0.0367030649533473
116	0.0100374250820878
117	24.0940998031152
118	50
119	8.95455395832911e-05
120	0.175195021310071
121	0.323537408567476
122	8.79641387618262
123	0.000208533359558061
124	3.21137451459789
125	0.00255626596424863
126	0.502862759388234
127	50.0000000000005
128	0.544521411534082
129	0.000722070798597763
130	0.00120895047207581
131	5.5166982093624e-11
132	0.090349321328087
133	7.80773212255743
134	15.8655253931458
135	2.5265108828369
136	0.0377834619015527
137	0.17792802692197
138	0.443666227045514
139	0.0535845358302534
140	0.316433812855477
141	17.1432345757236
142	2.55985835752618
143	0.00369769549654064
144	0.000765025944216013
145	0.6953151909185
146	50.0000000000003
147	11.6993041223617
148	0.61249717353683
149	0.187115646051594
150	4.36170430303118
151	0.0298285891900174
152	0.0268572010773571
153	1.12110321627209
154	4.85679126989017
155	0.00254485556721029
156	50.0000000000003
157	11.9039973282428
158	1.19305957335669e-06
159	0.322229029643184
160	0.0307209742725245
161	50.0000000000003
