cluster_id	peak_main_to_trough
0	0.900267456021342
1	0.812971462596318
2	1.01065649800903
3	0.690591281157884
4	0.651357870829591
5	5.86886546174931
6	0.573466226568977
7	0.869874929048809
8	1.53780780067528
9	1.24924679397549
10	1.87827881263738
11	6.86426710393644
12	0.685368286209871
13	1.42835129586233
14	0.825919338307185
15	0.915806508041041
16	0.731570223513174
17	0.742305809060034
18	3.62173994058729
19	1.70685212384841
20	0.943547408607772
21	0.982155724158871
22	2.69495448950102
23	1.68437932997556
24	0.983626667116682
25	0.917221158814904
26	1.59049417039333
27	1.14435640694826
28	0.993159840828485
30	1.26809075147772
31	0.932344201534937
32	0.632825618956233
33	1.03199903412378
34	0.749655236488752
35	0.903456406182844
36	0.714761335612423
37	1.22871638757975
38	1.16269680164613
39	1.01493590122035
40	1.0574287121445
41	0.846992228945347
42	0.967201745224031
43	0.86015835566019
44	1.59074210736406
45	1.28085442441909
46	0.736507419038437
47	0.999775790430621
48	0.67757395028132
49	1.01386504986302
50	1.7714665181986
51	1.14240369787324
52	2.87581190294862
53	0.757073864007119
54	1.40620742121388
55	1.1275462049035
56	0.734210776193347
57	0.777824018329814
58	1.66655547460471
59	1.09367371701627
60	0.69128434688259
61	1.64595329493486
62	1.17228758733306
63	1.50636205748111
64	0.769122184792559
65	0.848732631780397
66	1.3416569433354
67	1.09279894122217
68	9.29451048215273
69	1.64965330065365
70	0.873321656952125
71	0.697621606378038
72	30.7191014355426
73	1.1038005446741
74	1.21481721366664
75	1.499585907628
76	1.04962950767096
77	1.47652256307429
78	1.68626366159129
79	1.40792356244799
80	1.41198223248015
81	1.44943820091668
82	1.1299237391838
83	1.94415102359162
84	0.808835370345076
85	0.729257598473263
86	1.46297912275982
87	5.34465277756552
88	0.907793602759752
89	1.07264995501365
90	2.01678409154288
91	1.63615364112495
92	1.01288529355495
93	1.11898594642587
94	1.34680635005446
95	0.760243280035885
96	1.03032594379475
97	1.31247216150264
98	1.10604501053928
99	0.921972602038088
100	2.00365069038104
101	1.37295166552032
102	1.62520416683236
103	1.5163200007631
104	0.746033961485612
105	0.791439307909068
106	1.01230963367094
108	2.65779386605747
109	2.46343617352922
110	0.9032269371271
111	0.799024701796925
112	0.80265211764422
113	0.968341227833258
114	1.10861160633257
115	1.40980739384202
116	1.50018451624938
117	7.48240884946853
118	2.98008378139124
119	1.10049791957351
120	0.930236366879408
121	0.78537999313449
122	3.0201943985983
123	0.933443061358521
124	0.914625653468695
125	0.920629883736139
126	1.7603010797502
127	0.844524244738104
128	1.01339163079167
129	1.39090364166825
130	0.603720008613675
131	0.912634578065884
132	1.55479261433607
133	0.928335633391813
134	4.43894645119989
135	1.31768533343553
136	1.08861789254187
137	3.54240908411462
138	0.945772700043015
139	1.30891220522444
140	1.27525861195064
141	1.89010701727187
142	1.5989592620388
143	0.759631298837758
144	1.11775994433238
145	1.45130715005847
146	1.83382545161281
147	0.743525334469817
148	0.872457339078407
149	1.94839817360727
150	1.23421892674081
151	0.736687342817857
152	1.41672783696501
153	0.685191726377071
154	1.14545096897533
155	1.47653316072102
156	1.39169214162344
157	7.35889426590569
158	0.991909869759543
159	0.786292254906319
160	0.978196206886576
161	1.11647327956013
162	0.890095121039044
163	0.797611037238115
164	0.953057558914267
165	1.35051014857717
166	0.717485733538836
167	9.02078678866575
168	2.1538179864367
169	1.28757014685976
170	0.892796889749703
171	0.79198370671149
172	4.1338221652333
173	0.800194095166122
174	8.27092224783461
175	5.41273834299281
176	0.78164119129245
177	7.76315839544571
178	1.33764002569437
179	5.32224368152148
180	1.6183261686931
181	1.54080014007886
182	1.00094597159452
183	0.572389795371337
184	0.994967071285978
185	1.54479275078786
186	1.14013491677009
187	1.30319313734613
188	1.06490582269023
189	1.61030734892053
190	1.46503133291865
191	1.32505104150654
192	0.829602237383372
193	1.40185375110877
194	1.05385931024507
195	1.65844698609191
196	1.19058047517528
197	0.836678379454686
198	1.26709794682817
199	5754.36571234832
200	0.853955016800364
201	1.04012863665371
202	0.750416229827406
203	0.800637578903447
204	1.41231751902722
205	2.11354516560321
206	1.68219305949592
208	1.02031168179902
209	0.958518353780369
210	0.974695726728628
211	0.764063679583599
212	1.19192126634608
213	0.568708434423251
214	8.03996049732385
215	4.88653571979279
216	1.14546854872558
217	1.17058362180486
218	1.29345502678155
219	1.80031828467505
220	0.86806197516276
221	1.40440473287917
222	1.18042274613813
223	0.857455999939475
224	0.803010239142949
225	3.63001811707563
226	1.24113240740506
227	0.812953698374407
228	0.767553278112081
229	0.773864298119961
230	0.974747266008583
231	3.14128636869704
232	0.75896900261603
233	1.4901892822039
234	1.5149890939237
235	0.850945342266583
236	1.01773768628499
237	1.02744046031694
238	0.772561153297745
239	0.942714686876471
240	0.83031328113643
241	0.972846873799615
242	1.41198223248015
243	1.14728151251171
244	0.923334565676671
245	0.943307084429628
246	0.758968484950024
247	1.01368595479903
248	0.714890078685266
249	5.0746899204599
250	1.42690000328739
251	1.34096744324237
252	0.734284727376301
253	1.74245543097649
254	0.797701795285476
255	6.33581390088367
256	1.41838511775412
257	1.00520585168246
258	0.704947785463692
259	1.2806322377957
260	0.901657983485578
261	1.37705628640711
262	8.35501705693729
263	1.09319890493135
264	1.22697049300091
265	1.00656133855287
266	1.66654526383264
267	2.4128590380707
268	0.838273549994504
269	1.09685681157976
270	2.54129831787964
271	4.06610128375898
272	1.44260274314873
273	1.13644299742978
274	1.45688718985876
275	1.0969399711701
276	1.29381678893887
277	0.778103435551069
278	2.10672681034955
279	1.08252212997891
280	1.09911711557685
281	0.885852040581856
282	0.992969377373817
283	18.911353789547
284	2.27874434596473
285	0.878846206177021
286	6.86426614157663
287	1.33031204706246
288	0.972639620030348
289	1.79114422737615
290	1.59290052837865
291	0.768627960974639
292	0.656553723276321
293	2.51092222391916
294	0.616253939861765
295	0.792856068064443
296	0.958832208387955
297	1.12550579999937
298	5.11096109354662
299	1.31511067050605
300	0.890283385467849
301	2.20544282134894
302	0.764163994283628
303	0.962785753973922
304	5.86886546174931
305	1.15372398297992
306	0.997806666263966
307	1.18267017955907
308	0.652022039572406
309	1.39318317936185
310	0.672814042072614
311	15.2431717377291
312	2.07842240966296
313	1.15733616105535
314	1.04872435810934
315	1.39579578079684
316	2.42385852893587
318	1.14240401774048
319	3.28878059075726
320	1.89503909168903
321	1.74909540930269
322	1.17437441930169
323	1.86758926223506
324	0.88578094735116
325	0.829187878863422
326	0.862735544082894
327	0.908863259433856
328	3.54140211605768
329	1.52630826507336
330	1.01741546491223
331	1.07241914209202
332	1.02286556436347
334	1.69111850422149
335	2.28352779122814
336	1.07497951523338
337	1.32344687302981
338	1.25985605015271
339	0.938463936470434
340	0.827246042652802
341	2.14274729442435
342	1.19462009024457
343	1.09338502979276
344	0.957680438658219
345	1.4477579457895
346	11.889859688244
347	1.3760110483201
348	1.00686827231808
349	0.567218370359441
350	1.30016935826347
351	1.09125415284984
352	0.684971633610786
353	1.24132057829683
354	3.0488723152944
355	0.986458172822441
356	0.880248710902234
357	0.788421038121908
358	1.31588359670503
359	1.46710495877932
360	0.577776578822927
361	23.7088484726985
362	23.5622261081355
363	3.38717927821713
364	1.23838771076543
365	1.48961865371083
366	1.32830119923251
367	1.3464682649031
368	1.07903067413274
369	0.957680963162081
370	0.807052603525662
371	1.01954272832723
372	0.943168617329331
373	1.50212200820038
374	1.75817817040672
375	1.19822488392937
376	1.27546950120427
377	1.12760998289092
378	5.68283217123711
379	2.61506239053402
380	1.91720200449781
381	0.819444474198502
382	0.919268494414251
383	0.911314423472092
384	0.940499987859822
385	0.832172690587216
386	2.65074083787151
387	1.23619947989851
388	1.47419246502828
389	2.14081687710727
390	1.21260136989287
391	4.23745322112172
392	1.30044148182524
393	1.36035487155983
394	0.998230625590801
396	0.873003618036663
397	1.93248968196787
398	0.783190397781725
399	1.12681109789162
400	1.56813839802885
401	1.0201910949914
402	0.978727999386549
403	1.69653252337671
405	0.938208000196222
406	0.957270452453781
407	0.854719060834918
408	4.38489557976988
409	0.980457203569107
410	1.04938627235288
411	1.6181592937575
412	1.66918982975382
413	1.63527033412632
414	1.09130299380547
415	1.69683497223156
416	1.9307916105766
417	0.986571314141766
418	5.86886616523869
419	1.01610660122108
420	1.76825510514823
421	1.02155705794265
422	0.779559935206215
423	1.07330440209251
424	1.08293913226426
425	0.753652518788877
426	1.72436641824025
427	17.8400603619366
428	1.5099065426325
429	0.825191763604937
430	1.37601027488695
431	3.09706906333464
433	1.69920820555421
434	0.765968901209485
435	0.943976005636587
436	0.658140685279529
437	1.57490603682254
438	1.12155824682983
439	20.2798903932105
440	2.47325847173717
441	1.24283065204856
442	0.939827900045324
443	1.08342559364064
