cluster_id	peak_2_to_trough
133	0.619060259509698
134	0.260183018260484
135	0.26227824153532
136	0.552278097073087
137	0.370250463737326
138	0.438231639599789
139	0.411725647889494
140	0.169416639639201
141	0.499097431671949
142	0.377568158408495
143	0.559928926363222
144	0.40760548859389
145	0.237068306236727
146	0.566194309526105
147	0.467098987320981
148	0.55017522541379
149	0.246791360919497
150	0.190353136774108
151	0.507564182796099
152	0.74749132330858
153	0.535504982086879
154	0.555765597143696
155	0.390803478414855
156	0.357463964310691
157	0.860154802472601
158	0.584788670235844
159	0.218422714540721
160	0.652539123404931
161	0.596985952260855
162	0.581344061074329
163	0.402193174343702
164	0.547194404115998
165	0.246436672264984
166	0.182870859115465
167	0.857254390629197
168	0.836154219531064
169	0.456486751568719
170	0.543777865564329
171	0.510389514259216
172	0.582025338193959
173	0.358089336075551
174	0.922306706219604
175	0.0902246483758544
176	0.340362662166282
177	0.922936227415026
178	0.669674269849044
179	0.592427141681125
180	0.588914256219381
181	0.602162624786846
182	0.517317666796389
183	0.461203380468425
184	0.564090343005033
185	0.460799366244826
186	0.553101332699442
187	0.294180697870369
188	0.460628787174218
189	0.509655024115935
190	0.487308214015857
191	0.293561300686976
192	0.460731655377136
193	0.331349363825283
194	0.501733406057235
195	0.321247030289103
196	0.132513662198779
197	0.168312702321062
198	0.643016805868441
199	1
200	0.547299467587318
201	0.799729436447732
202	0.385558055730809
203	0.63712561110251
204	0.480624986586736
205	0.267481933810517
206	0.394438589497914
208	0.619214003574681
209	0.447515443440223
210	0.564840946080984
211	0.510182270186294
212	0.441337125586344
213	0.443124440654376
214	1.00000229895854
215	0.481975500981328
216	0.287722672533635
217	0.311005021828904
218	0.185911906207097
219	0.459040961502115
220	0.489567915195018
221	0.31502112585156
222	0.475609271557028
223	0.389695192199785
224	0.589539902807687
225	0.618170212431535
226	0.680358541599596
227	0.661524358793332
228	0.65024715119425
229	0.28644690745169
230	0.476857341101519
231	0.26057978190988
232	0.558171916398646
233	0.384557237399849
234	0.277808235743042
235	0.412225706418812
236	0.445222910076424
237	0.735647727168757
238	0.532267710123406
239	0.438221138979553
240	0.468432158938058
241	0.428610044124486
242	0.215689848552034
243	0.458867895737238
244	0.561412111578946
245	0.595525576747737
246	0.558171659701029
247	0.690532311906734
248	0.444158802851368
249	0.253785516489328
250	0.395371645779277
251	0.549760811206389
252	0.394643070961803
253	0.722520122504492
254	0.539361755927826
255	1.21468018743561
256	0.275603093217751
257	0.698848078743362
258	0.501454384069815
259	0.565136054813221
260	0.559183099346857
261	0.540112983672111
262	0.919815330134628
263	0.588587786392487
264	0.469883889404237
265	0.241986703481015
266	0.607080703430259
267	0.686430080840855
268	0.359327799980208
269	0.486040738208081
270	0.20161556584187
271	0.705189872271874
272	0.325467468598141
273	0.516386893270723
274	0.321201112018869
275	0.403308268857392
276	0.365411032678103
277	0.19099012599218
278	0.566077673714496
279	0.083558800462326
280	0.56618948296998
281	0.782102123357292
282	0.354370848672715
283	1
284	0.312850769399323
285	0.432269672427939
286	0.873204635802906
287	0.291526573929405
288	0.539154333587825
289	0.444850853522474
290	0.24170325335081
291	0.408152893871857
292	0.556516519370812
293	0.535983157081965
294	0.402943389641479
295	0.375988336199709
296	0.132651387828656
297	0.525733066331867
298	0.976922359855857
299	0.334183579458201
300	0.489462807798452
301	0.537493112644878
302	0.492447894539661
303	0.539229995727337
304	1.11035667509359
305	0.461846259616397
306	0.578552341040978
307	0.629354262535115
308	0.527766641676581
309	0.470778985379405
310	0.407613611041211
311	0.186882812403925
312	0.378005910640469
313	0.522569741231288
314	0.452744295435706
315	0.540378220538029
316	0.87173501542305
318	0.509172260343012
319	0.348926054350087
320	0.269638291470364
321	0.327125024533604
322	0.332004459264098
323	0.380593749311017
324	0.575563584017905
325	0.657669201980172
326	0.536241156711602
327	0.26645587905965
328	0.266331741617489
329	0.451395179526564
330	0.370744402839924
331	0.386195180438938
332	0.276634625372316
334	0.296076351518451
335	0.515616827854929
336	0.531099915601883
337	0.590074720149486
338	0.637497805077728
339	0.524531751902495
340	0.614702074193442
341	0.331085911715296
342	0.446588462386434
343	0.486382157486019
344	0.325414449926994
345	0.662176841460335
346	1.57434713886714
347	0.126921048016575
348	0.631703374473925
349	0.452520494258938
350	0.521129525293376
351	0.151625534526882
352	0.138038508114835
353	0.734872747112775
354	0.365831132247952
355	0.586367942866611
356	0.625276528029058
357	0.214013883768128
358	0.399268335107874
359	0.296894623152764
360	0.440381120369497
361	4.01281005512333
362	0.470410038705869
363	1.30045552977561
364	0.439783183645785
365	0.251521334430889
366	0.218601874969411
367	0.312763478279044
368	0.278850905696171
369	0.32541447167004
370	0.239113448831665
371	0.322284430936721
372	0.658671585009861
373	0.41753132942651
374	0.65993505367247
375	0.541505601580056
376	0.388476257503381
377	0.711422847168305
378	0.282109715053225
379	0.9790585893753
380	0.641259447575841
381	0.215494368717394
382	0.553624862309854
383	0.448086578952071
384	0.471562554650011
385	0.643869549148931
386	0.58481764748812
387	0.381598841956631
388	0.284546046169528
389	0.233896604631253
390	0.462323042295492
391	0.570307052922014
392	0.31535541124934
393	0.614048227314823
394	0.613745060843041
396	0.699696038703464
397	0.0304081285639868
398	0.353580702248079
399	0.4569233770313
400	0.785494265176839
401	0.565575655366906
402	0.732676549633109
403	0.368265819546071
405	0.197470649058785
406	0.463024782444666
407	0.234399497793595
408	0.454015119681056
409	0.50888780432164
410	0.442266357790277
411	0.414026903166632
412	0.412412216868612
413	0.46584466497256
414	0.405930737818081
415	0.364262344692362
416	0.504965213377825
417	0.664709754021017
418	1.11035632871771
419	0.608841504997285
420	0.567999818844453
421	0.491539453991243
422	0.481097545674918
423	0.470764706692162
424	0.314533967145718
425	0.387356570531667
426	0.596541438205976
427	2.60828515494801
428	0.35067699153934
429	0.40355105901699
430	0.126921060988874
431	0.424439381593978
433	0.268550068848371
434	0.202714584451781
435	0.487030250999637
436	0.533792856854812
437	0.263476156033525
438	0.445086893226301
439	0.122736294853944
440	0.664062544200456
441	0.747477661770352
442	0.665067099879046
443	0.391834245845896
444	0.665332530238773
445	0.349766759895989
446	0.57318936639846
447	0.585498606698524
448	0.590275374272244
449	0.327364591181504
450	0.21552630672734
451	0.414972570994476
452	0.626105580317125
453	0.584436926463884
454	0.539207424562417
455	0.260182972929087
456	0.431460425151543
457	0.502374462302296
458	0.547832040527344
459	0.377516608695747
460	0.059681393825163
461	0.450627647944004
462	0.962061850047697
463	0.160031824827557
464	0.245483859024804
465	0.279590567315121
466	0.67314516497408
467	0.490951329773406
468	0.588848539871804
469	0.321914010936576
470	0.78609190190763
471	0.609237267058173
472	0.422743192464313
473	0.469297744875657
474	0.565700449107383
475	0.38795928090689
476	0.703020442791463
477	0.361638996444067
478	0.00957621437315552
479	0.130567031637904
480	0.429559166763773
481	0.0636043721310809
482	0.414216181494885
483	0.594404833963088
484	0.564351511788245
485	0.528101919154761
486	0.288338744417036
487	0.378601252877635
488	0.178183086845086
489	0.528656029313266
490	1.16868392415719
491	0.405051611623484
492	0.589082833146709
493	0.265811826024574
494	0.493122280273524
495	0.444000963489564
496	0.453579264156532
497	0.498796416944188
498	0.508414478383198
499	0.257699310045819
500	0.655256469261001
501	0.449541486047815
502	0.29507236170738
503	0.614632912078332
504	0.479509261341582
505	0.727982131012707
506	0.507321074672331
507	0.435587426795613
508	0.565656593965927
509	0.861603682986979
510	0.577919412820961
511	0.266603186635522
512	0.405708154038575
513	0.459875130606249
514	0.555233940277607
515	0.472318366702555
516	0.501295520022515
517	0.720569663084236
518	0.59707446912021
519	0.470384589020402
520	0.56393893199353
521	0.648362667329535
522	0.264662491098706
523	0.65276096904794
525	0.658799072212441
526	0.542631282535192
527	0.582042056037095
529	0.602325631002051
530	0.340879432974597
531	0.43988208026268
532	0.407462175999194
533	0.27174536809313
534	0.50661723786184
535	0.504941000348472
536	0.659630698508756
537	0.459280666372505
538	0.314944010437233
539	0.34687249006746
540	0.600076906595534
541	0.478432394222114
542	0.705189974515153
543	0.49446314217713
544	0.501632859383245
545	0.457790935372156
546	0.46654431744214
547	0.104035795720407
548	0.924361980734636
549	0.415986209953989
550	0.603488308193414
551	0.446866947085438
552	0.618821475594136
553	1.02465703477508
554	0.513102050253697
555	0.572073323461371
556	0.516201359016707
557	0.166992139948511
558	0.371960449949585
559	0.606117184451509
560	0.572073717452155
561	0.351459860420304
562	0.578670441136721
563	0.226272165594023
564	0.846743540670443
565	0.48228679706897
566	0.386194925768652
567	0.512624730854058
568	0.452150768123202
569	0.363374966731931
571	0.211923045844384
572	0.205605696658573
573	0.591359113088259
574	0.486770281039399
575	0.378006060748591
576	0.409594114791597
577	0.309105929523608
578	0.125777432959682
579	0.326627039684453
580	0.314373920210216
581	0.523517036383567
582	0.090077339941792
583	0.498391913583751
584	0.452439426571829
585	0.192139008494086
586	0.366655057753097
587	0.627505195443313
588	0.358156410578789
589	0.293258083231465
590	0.503840714937604
591	3.39701806447004
592	0.457504051731276
593	0.460787002264221
594	0.603780046759699
595	0.549802783863124
596	0.632822160461551
597	0.562043045375351
598	0.287132273810136
599	0.535729474894755
600	0.308351812436465
601	1.21658980675493
602	0.440308927257835
603	0.404870299024163
604	1.2194451613509
605	0.508574510521026
606	0.573396772587648
607	0.441253935640119
608	0.324077798270047
609	0.267743081583285
610	0.188590464177657
611	0.499015270053498
612	0.448687861554667
613	0.736257486473755
614	0.537096030262106
615	0.45933808426019
616	0.485747471777195
617	0.60959540191877
618	0.756935831151648
619	0.311005122725061
620	0.561516811382745
621	0.432941486498092
622	0.522528891911271
623	0.410362550912764
624	0.435524149151009
625	0.760407654230375
626	0.341978166565869
627	0.483876860247707
628	0.466216279675011
629	0.812746946521269
630	0.650247044622919
631	1.77723090562029
632	0.434598910827404
633	0.124499077423081
634	0.587383130102969
635	0.676842899198502
636	0.569538085320531
637	0.35830565988204
638	0.361226925359101
639	0.109219167016392
640	0.780135419817537
641	0.457800547282878
642	0.426235440483047
643	0.369323059514693
644	0.31704490148353
645	0.515187156212192
646	4.52476665636331
647	0.527334915144789
648	0.595115682304251
649	0.0712948137351476
650	0.33134964014704
651	0.414650247468583
652	0.594979049607398
653	0.325414279787033
654	0.0761773406943535
655	0.148425279852805
656	0.482209244374749
657	0.797494615547027
658	0.52573330804064
659	0.540120378243908
660	0.396133707536999
661	0.470409725650667
662	0.44652350453799
663	0.470465549858318
664	0.190990243651883
665	0.735303450277196
666	0.576761660516184
667	0.568355719956661
668	0.324413052180447
669	0.629299228022321
670	0.582436305995123
671	0.56329802608177
672	0.532492469607476
673	0.521938457183749
674	0.532836139310443
675	0.371344077374543
677	0.587270416464938
678	0.38253893971145
679	0.458085305672869
680	0.215494458153637
681	0.226217250080012
682	0.314187297632903
683	0.413779081951166
684	0.872205800316645
685	0.717316855995485
686	0.265342944615882
687	0.188949688644995
688	0.556380212114713
689	0.706607247083452
690	0.361991064136191
691	0.20439015786744
692	0.578965658188297
693	0.420494103984178
695	0.186882943507208
696	0.559344294553698
697	0.326433154867894
698	0.532568690826412
700	0.500945748844814
701	0.45139492320464
702	0.353972467699807
703	0.724056677494787
704	0.266593117794792
705	0.374243002062604
706	0.448275597962574
707	0.192139034614489
708	0.634519546069421
709	0.528640658508654
710	0.501733491856489
711	0.213797297656993
712	0.561585721293493
713	0.668453514299935
714	0.898793706870866
715	0.469297325052301
716	0.557054937068905
717	0.607905988563913
718	0.407286000678815
719	0.625738648977924
720	0.576839984613736
721	0.488459215819966
722	0.305933934906278
723	0.695172909844542
724	0.530067658632901
725	0.140099826956351
726	0.678385258899956
727	0.144061245526121
728	0.864176795522491
729	0.373622268998885
730	0.588721604213604
731	0.403196487124955
732	0.6292462791606
733	0.33978475064365
734	0.477702944717756
735	0.44309907768788
736	0.335251421733588
737	0.621769405546296
738	0.23702067781259
739	0.77817223939669
740	0.505574364168401
741	0.474969273455298
742	1.3004549484027
743	0.215811160357315
744	0.551243936433709
745	3.4960660750669
746	0.683380018807548
747	0.590074847750107
748	0.410202624060057
749	0.445953036817205
750	0.217079366233391
751	0.443438774669129
752	0.503048936318662
753	0.276634673832366
754	0.663901382420287
755	0.530067682203658
756	0.848619527721173
757	0.114937004952604
758	0.179001726630404
759	0.48487443695857
760	0.746414551479167
761	0.0835588577190783
762	0.43370243172361
763	0.321914058645125
764	0.669669548783464
765	0.354121479570497
766	0.252010789339007
767	0.280105166596832
768	0.661591271653187
769	0.534253658836005
770	0.520927033406114
771	0.284638469459221
772	0.504192152565209
773	0.643869549148931
774	0.255042815047114
775	0.513983501103046
776	0.525383224071089
777	0.402128525107581
778	0.726599158047336
779	0.157129302487785
780	0.502686286058218
781	0.426630322771879
782	0.341977769532826
783	0.422335332508876
784	0.421197162342593
785	0.364270490490106
786	0.195167134025006
787	0.519204787893594
788	0.530077403636595
789	0.452045201119964
790	0.469313672076042
791	0.330572330426272
792	0.59466427893781
793	0.56198836284116
794	0.675317094235157
795	0.632656169729438
796	0.321416396209182
797	0.39870766259496
798	0.557326289556214
799	0.456003724811967
800	0.70258602340014
801	0.484652658991475
802	0.665853432862323
803	0.599984232631714
804	0.528019059437214
805	0.616973344265235
806	0.136348320639235
807	0.126921061636752
808	0.807546946390306
809	0.287282864684416
810	0.53742570924625
811	0.375725065124678
812	0.425419251607974
813	0.0069307849862721
814	0.478435575634897
815	0.60348836347879
816	0.333553901440641
817	0.534558912612391
818	0.462499040829905
819	0.43861209425131
820	0.533960739757736
821	0.478173005670518
822	0.400344055200163
823	0.576839920345456
824	0.504192478889156
825	0.450291200643779
826	0.407893483395014
827	0.238907624131195
828	0.564459288410629
829	0.318882982201631
830	0.505384724716848
831	0.432817420500412
832	0.473230373910269
833	0.557090193043432
834	0.329794730595485
835	0.715257316855994
836	0.55208446746775
837	0.215810701440859
838	0.400534667221309
839	0.364334358696447
840	0.429028636291937
841	0.34459930558234
842	0.477009396173141
843	0.441365859399665
844	0.200951370491261
845	0.499156460831584
846	0.943901217270434
847	0.453675626656437
848	0.575108158360314
849	0.437708832812245
850	0.324318258464199
851	0.241553606196338
852	0.409282392024518
853	0.805993945776461
854	0.512779086387029
855	0.487690193475897
856	0.612665268652443
857	0.0911918068054762
858	0.522321552267029
859	0.405051535588247
860	0.518055444726731
861	1.19620548460819
862	0.56217159522947
863	0.381437378824896
864	0.569381074994408
865	0.758962759479701
866	0.461631296460068
867	0.237068190735053
868	0.388032970770913
869	0.316348272389734
870	0.257334788984216
871	0.382643553282277
872	0.465162822853218
873	0.312932621508028
874	0.500652412965593
875	0.642761952450605
876	0.523806160459301
877	0.232487416794933
878	0.549489656013867
879	0.444292618343812
880	0.438467788834651
881	0.373995629314267
882	0.528829077630615
883	0.680727274754039
884	0.781795147262192
885	0.582436143228066
886	0.368591081538297
887	0.687233298524552
888	0.453177196991951
889	0.182636967742131
890	0.0304081803018187
891	0.487035525425066
892	0.438176009495922
893	0.81578972056053
894	0.473827845890206
895	0.57876489314407
896	0.684915660319624
897	0.233896604631253
898	2.60828427592634
899	0.364262262993143
900	0.594136120178043
901	0.359242941380092
902	0.658507459823226
903	0.373622229232405
904	0.183947693574959
905	0.307954830513534
906	0.364968396272945
907	0.649230313536607
908	0.570044625706425
909	0.546846947523781
910	0.511582161892269
911	0.607544946860016
912	0.577920604731536
913	0.384902433963088
914	0.602071396474406
915	0.491852149045971
916	0.699207379235035
917	0.940910904335012
918	0.588716005088208
919	0.200374983459222
920	0.197644250283231
921	0.388421510134069
922	0.632850164484549
923	0.25706464939675
924	0.582423007289519
925	0.588797105962147
926	0.498576032230021
927	0.222908667690631
928	0.577464155804441
929	0.0919188775269668
930	0.440839701983931
931	0.580412594563801
932	0.215689916691382
933	0.238041347962471
934	0.748487421352837
935	0.160064256310465
936	0.969423629192437
937	0.831370250409964
938	0.241703441537049
939	0.318050905959276
940	0.470693247948572
941	0.206325880235807
942	0.533961029219236
943	0.659009723863545
944	0.661524117657568
945	0.450596666660655
946	0.52942302235147
947	0.655942585732201
948	0.41847624285119
949	0.0462531029904729
950	1.16418300172674
951	0.470409378958041
952	0.407556213220229
953	0.537096192327283
954	0.464759040011061
955	0.474883323294486
956	0.628030356916259
957	0.254128249922752
958	0.487076271420384
959	0.166176907901678
